,characteristic_id,characteristic_description,units,dataset_label,dataset_url,theme_label,theme_url,characteristic_type
284,TOT_IMPV06_BUFF100,NLCD 2006 percent imperviousness in the 100 meter riparian buffer zones,percent,NLCD 2006 percent imperviousness in 100 meter riparian buffer per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/5705769fe4b0d4e2b7571c51,Land Cover,unknown,totRoute_name
285,TOT_DITCHES92,Percent of watershed subjected to ditches for the year 1992,percent,Estimated percent area of field ditches on agricultural land for the year 1992 per NHDPlus version 2 catchment. -9999 denotes the source data does not underly the NHDPlusV2 catchments and therefore is NODATA.,https://www.sciencebase.gov/catalog/item/57067257e4b03f95a075ab0c,Hydrologic Modifications,unknown,totRoute_name
286,TOT_TILES92,Percent of watershed subjected to tile drains for the year 1992,percent,Estimated percent area of subsurface drainage for the year 1992 per NHDPlus version 2 catchment. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/57067469e4b03f95a075ad3e,Hydrologic Modifications,unknown,totRoute_name
287,TOT_HGA,"Percentage of Hydrologic Group A soil. -9999 denotes NODATA, usually water. Hydrologic group A soils have high infiltration rates. Soils are deep and well drained and, typically, have high sand and gravel content.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
288,TOT_HGAC,"Percentage of Hydrologic Group AC soil. -9999 denotes NODATA, usually water. Hydrologic group AC soils have group A characteristics (high infiltration rates) when artificially drained and have group C characteristics (slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
289,TOT_HGAD,"Percentage of Hydrologic Group AD soil. -9999 denotes NODATA, usually water. Hydrologic group AD soils have group A characteristics (high infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
290,TOT_HGB,"Percentage of Hydrologic Group B soil. -9999 denotes NODATA, usually water. Hydrologic group B soils have moderate infiltration rates. Soils are moderately deep, moderately well drained, and moderately coarse in texture.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
291,TOT_HGBC,"Percentage of Hydrologic Group BC soil. -9999 denotes NODATA, usually water. Hydrologic group BC soils have group B characteristics (moderate infiltration rates) when artificially drained and have group C characteristics (slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
292,TOT_HGBD,"Percentage of Hydrologic Group BD soil. -9999 denotes NODATA, usually water. Hydrologic group BD soils have group B characteristics (moderate infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
293,TOT_HGC,"Percentage of Hydrologic Group C soil. -9999 denotes NODATA, usually water. Hydrologic group C soils have slow soil infiltration rates. The soil profiles include layers impeding downward movement of water and, typically, have moderately fine or fine texture.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
294,TOT_POPDENS00,"Population density, persons per square kilometer from 2000 Census block level data per NHDPlus version 2 catchment",persons per square kilometer,"Population density, persons per square kilometer from 2000 Census block level data per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/5728f532e4b0b13d3918aa0a,Population,unknown,totRoute_name
295,TOT_HGCD,"Percentage of Hydrologic Group CD soil. -9999 denotes NODATA, usually water. Hydrologic group CD soils have group C characteristics (slow infiltration rates) when artificially drained and have group D characteristics (very slow infiltration rates) when not drained.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
296,TOT_HGD,"Percentage of Hydrologic Group D soil. -9999 denotes NODATA, usually water. Hydrologic group D soils have very slow infiltration rates. Soils are clayey, have a high water table, or have a shallow impervious layer.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
297,TOT_HGVAR,"Percentage of Hydrologic Group VAR soil. -9999 denotes NODATA, usually water. Hydrologic group VAR soils have variable drainage characteristics.",percent,"Percentage of soils found in an NHDPlus version 2 catchment that contains Hydrologic Group VAR soil. -9999 denotes NODATA,  usually water. Hydrologic group VAR soils have variable drainage characteristics.",https://www.sciencebase.gov/catalog/item/5728d93be4b0b13d3918a99f,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
298,TOT_SILTAVE,Average value of silt content (percentage),percent,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,https://www.sciencebase.gov/catalog/item/5728dd46e4b0b13d3918a9a7,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
299,TOT_CLAYAVE,Average value of clay content (percentage),percent,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,https://www.sciencebase.gov/catalog/item/5728dd46e4b0b13d3918a9a7,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
300,TOT_SANDAVE,Average value of sand content (percentage),percent,Average percent of silt in soil per NHDPlus version 2 catchment. -9999 denotes NODATA usually water.,https://www.sciencebase.gov/catalog/item/5728dd46e4b0b13d3918a9a7,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
301,TOT_POPDENS10,"Population density, persons per square kilometer per NHDPlus version 2 catchment",persons per square kilometer,"Population density, persons per square kilometer per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/5728f746e4b0b13d3918aa1e,Population,unknown,totRoute_name
302,TOT_SRL25AG,Estimated percent presence of the soil restrictive layer in the upper 25 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
303,TOT_SRL35AG,Estimated percent presence of the soil restrictive layer in the upper 35 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
304,TOT_SRL45AG,Estimated percent presence of the soil restrictive layer in the upper 45 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
305,TOT_SRL55AG,Estimated percent presence of the soil restrictive layer in the upper 55 centimeters of agricultural land,percent,"Estimated percent presence of the soil restrictive layer in the upper 55, centimeters of agricultural land per NHDPlus version 2 catchment. -9999 denotes NODATA or there is no soil restrictive layer at this depth for this catchment.",https://www.sciencebase.gov/catalog/item/572900afe4b0b13d3918aa64,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
306,TOT_MINP6190,Watershed minimum average annual precipitation in mm,mm/year,30 year average (1961-1990) of minimum monthly precipitation in mm per NHDPlus version 2 catchment. -9999 denotes catchment is outside of the source data extent.,https://www.sciencebase.gov/catalog/item/572a23c4e4b0b13d391a0142,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
307,TOT_WDANN,NHDPlusV2 catchment value for the 30 year annual average (1961-1990) number of days of measurable precipitation. -9999 denotes NODATA or source data does not cover catchment.,days,NHDPlusV2 catchment value for the 30 year annual average (1961-1990) number of days of measurable precipitation. -9999 denotes NODATA or source data does not cover catchment.,https://www.sciencebase.gov/catalog/item/573b5497e4b0dae0d5e3ada1,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
308,TOT_SALINAVE,Salinity measured as average millimhos per centimeter,millimhos,Mean salinity per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b5ba4e4b0dae0d5e3adc2,Soils,https://www.sciencebase.gov/catalog/item/568d6554e4b0e7a44bc207f7,totRoute_name
309,TOT_PPT7100_ANN,"Mean annual precip (mm) for the watershed, from 800m PRISM data.  30 years period of record 1971-2000. ",mm/year,30 year (1971 - 2000) mean annual precipitation from 800m PRISM data per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b70a7e4b0dae0d5e3ae85,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
310,TOT_MIRAD_2002,"Percent of watershed in irrigated agriculture, from USGS 2002 250-m MODIS data",percent,Percent of all land that?s irrigated agriculture in 2002 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b77afe4b0dae0d5e3aea6,Hydrologic Modifications,unknown,totRoute_name
311,TOT_MIRAD_2007,"Percent of watershed in irrigated agriculture, from USGS 2007 250-m MODIS data",percent,Percent of all land that?s irrigated agriculture in 2007 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b7850e4b0dae0d5e3aeb0,Hydrologic Modifications,unknown,totRoute_name
312,TOT_MIRAD_2012,"Percent of watershed in irrigated agriculture, from USGS 2012 250-m MODIS data",percent,Percent of all land that?s irrigated agriculture in 2012 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/573b78aee4b0dae0d5e3aeb7,Hydrologic Modifications,unknown,totRoute_name
313,TOT_NLCD01_11,"2001 land-use and land-cover type Open Water: All areas of open water, generally with less than 25 percent cover of vegetation or soil. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
314,TOT_NLCD01_12,"2001 land-use and land-cover type Perennial Ice/Snow: All areas characterized by a perennial cover of ice and/or snow, generally greater than 25 percent of total cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
315,TOT_NLCD01_21,"2001 land-use and land-cover type Developed, Open Space: Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large-lot single-family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
316,TOT_NLCD01_22,"2001 land-use and land-cover type Developed, Low Intensity: Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49 percent of total cover. These areas most commonly include single-family housing units. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
317,TOT_NLCD01_23,"2001 land-use and land-cover type Developed, Medium Intensity: Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79 percent of the total cover. These areas most commonly include single-family housing units. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
318,TOT_NLCD01_24,"2001 land-use and land-cover type Developed, High Intensity: Includes highly developed areas where people reside or work in high numbers. Examples include apartment complexes, row houses, and commercial/industrial. Impervious surfaces account for 80-100 percent of the total cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
319,TOT_NLCD01_31,"2001 land-use and land-cover type Barren Land (Rock/Sand/Clay): Barren areas of bedrock, desert pavement, scarps, talus, slides, volcanic material, glacial debris, sand dunes, strip mines, gravel pits, and other accumulations of earthen material. Generally, vegetation accounts for less than 15 percent of total cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
320,TOT_NLCD01_41,"2001 land-use and land-cover type Deciduous Forest: Areas dominated by trees generally greater than 5 meters tall, and greater than 20 percent of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
321,TOT_NLCD01_42,"2001 land-use and land-cover type Evergreen Forest: Areas dominated by trees generally greater than 5 meters tall, and greater than 20 percent of total vegetation cover. More than 75 percent of the trees maintain their leaves all year. Canopy is never without green foliage. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
322,TOT_NLCD01_43,"2001 land-use and land-cover type Mixed Forest: Areas dominated by trees generally greater than 5 meters tall, and greater than 20 percent of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
323,TOT_NLCD01_52,"2001 land-use and land-cover type Shrub/Scrub: Areas dominated by shrubs less than 5 meters tall. Shrub canopy is typically greater than 20 percent of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
324,TOT_NLCD01_71,"2001 land-use and land-cover type Grassland/Herbaceous: Areas dominated by graminoid or herbaceous vegetation, generally greater than 80 percent of total vegetation. These areas are not subject to intensive management such as tilling, but can be utilized for grazing. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
325,TOT_NLCD01_81,"2001 land-use and land-cover type Pasture/Hay: Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops, typically on a perennial cycle. Pasture/hay vegetation accounts for greater than 20 percent of total vegetation. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
326,TOT_NLCD01_82,"2001 land-use and land-cover type Cultivated Crops: Areas used for the production of annual crops, such as corn, soybeans, vegetables, tobacco, and cotton, and also perennial woody crops such as orchards and vineyards. Crop vegetation accounts for greater than 20 percent of total vegetation. This class also includes all land being actively tilled. -9999 denotes NODATA.",percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
327,TOT_NLCD01_90,2001 land-use and land-cover type Woody Wetlands: Areas where forest or shrubland vegetation accounts for greater than 20 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
328,TOT_NLCD01_95,2001 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,percent,2011 land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/5761b67de4b04f417c2d30ae,Land Cover,unknown,totRoute_name
329,TOT_BEDPERM_6,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Unconsolidated sand and gravel,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
330,TOT_BEDPERM_1,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is not a prinicpal aquifer,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
331,TOT_BEDPERM_2,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is sandstone,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
332,TOT_BEDPERM_3,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is semiconsolidated sand,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
333,TOT_BEDPERM_4,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is basalt and other volcanic rocks,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
334,TOT_BEDPERM_5,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is sandstone and carbonate rocks,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
335,TOT_BEDPERM_7,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
336,TOT_RUN7100,Estimated 30-year (1971-2000) average annual runoff in millimeters per year,millimeters per year,Estimated 30-year (1971-2000) average annual runoff in mm/year per NHDPlus version 2 catchment. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/578f8ad8e4b0ad6235cf6e43,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
337,TOT_BASIN_AREA,NHDPlusV2 flowline catchment area in square kilometers. -9999 denotes a flowline which has no catchment.,square kilometers,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
338,TOT_BASIN_SLOPE,NHDPlusV2 flowline catchment's average slope in percent. -9999 denotes a flowline which has no catchment.,percent rise,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
339,TOT_ELEV_MEAN,NHDPlusV2 flowline catchment's mean elevation in meters. -9999 denotes a flowline which has no catchment.,meters,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
340,TOT_ELEV_MIN,NHDPlusV2 flowline catchment's minimum elevation in meters. -9999 denotes a flowline which has no catchment.,meters,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
341,TOT_ELEV_MAX,NHDPlusV2 flowline catchment's maximum elevation in meters. -9999 denotes a flowline which has no catchment.,meters,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
342,TOT_STREAM_SLOPE,NHDPlus version 2 flowline's average slope in percent. -9999 denotes a flow line with no change in elevation or unable to determine or flowline has no catchment.,percent rise,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
343,TOT_STREAM_LENGTH,"NHDPlus version 2 flowline's length in kilometers taken directly from NHDPlusv2's NHDflowline shapefile's item, LENGTHKM. -9999 denotes a catchment has no flowline.",kilometers,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
344,TOT_STRM_DENS,stream density of catchment reach,km -1,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
345,CAT_sinuosity,unknown,unknown,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
346,TOT_RDX,number of road and stream intersections,number of road and stream crossings,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
347,TOT_STREAMRIVER,flowlines coded as Streams or Rivers,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
348,TOT_ARTIFICIAL,flowlines coded as Artificial paths,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
349,TOT_CANALDITCH,flowlines coded as canals or ditches,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
350,TOT_CONNECTOR,flowlines coded as connectors,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
351,TOT_PIPELINE,"Percentage of all flowline reach lengths per NHDPlusV2 catchment that is a pipe line. Pipelines are specifically man-made structures of steel, concrete, or polymers that direct surface water flows from one area to another.",percentage,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,totRoute_name
